"","CH-EA_LA-56/59","CH-EA_LA-57","CH-EA_LA-58","CH-EA_LA-60","CH-EA_LA-5","CH-EA_LA-61","CH-EA_LA-62","CH-EA_LA-6","CH-EA_LA-63","CH-EA_LA-64","CH-EA_LA-65","CH-EA_LA-66","CH-EA_LA-67","CH-EA_LA-68","CH-EA_LA-69","CH-EA_LA-70/71","CH-EA_LA-72","CH-EA_LA-73","CH-EA_LA-7","CH-EA_LA-74","CH-EA_LA-75","CH-EA_LA-76","CH-EA_LA-8","CH-EA_LA-77","CH-EA_LA-78","CH-EA_LA-79","CH-EA_LA-80","CH-EA_LA-81","CH-EA_LA-9","CH-EA_LA-82","CH-EA_LA-83","CH-EA_LA-84/85","CH-EA_LA-86","CH-EA_LA-10","CH-EA_LA-87","CH-EA_LA-88","CH-EA_LA-11","CH-EA_LA-89/90","CH-EA_LA-91","CH-EA_LA-92","CH-EA_LA-93","CH-EA_LA-94","CH-EA_LA-95","CH-EA_LA-96","CH-EA_LA-1","CH-EA_LA-12/13","CH-EA_LA-97","CH-EA_LA-98","CH-EA_LA-99","CH-EA_LA-14","CH-EA_LA-100","CH-EA_LA-101","CH-EA_LA-102","CH-EA_LA-103","CH-EA_LA-15","CH-EA_LA-104","CH-EA_LA-105","CH-EA_LA-106","CH-EA_LA-16","CH-EA_LA-107","CH-EA_LA-108","CH-EA_LA-109","CH-EA_LA-17","CH-EA_LA-110","CH-EA_LA-111","CH-EA_LA-112","CH-EA_LA-18","CH-EA_LA-113","CH-EA_LA-19","CH-EA_LA-2","CH-EA_LA-20","CH-EA_LA-21","CH-EA_LA-22","CH-EA_LA-23","CH-EA_LA-24","CH-EA_LA-40","CH-EA_LA-25","CH-EA_LA-26","CH-EA_LA-27","CH-EA_LA-28","CH-EA_LA-29","CH-EA_LA-30","CH-EA_LA-3","CH-EA_LA-31","CH-EA_LA-32","CH-EA_LA-33","CH-EA_LA-34","CH-EA_LA-35","CH-EA_LA-36","CH-EA_LA-37","CH-EA_LA-38","CH-EA_LA-39","CH-EA_LA-4","CH-EA_LA-41/46","CH-EA_LA-42","CH-EA_LA-43","CH-EA_LA-44","CH-EA_LA-45","CH-EA_LA-47","CH-EA_LA-48","CH-EA_LA-49","CH-EA_LA-50","CH-EA_LA-51","CH-EA_LA-52","CH-EA_LA-53","CH-EA_LA-54","CH-EA_LA-55","IX-EA_LA-6","IX-EA_LA-7","IX-EA_LA-1","IX-EA_LA-8","IX-EA_LA-9","IX-EA_LA-10","IX-EA_LA-2","IX-EA_LA-11","IX-EA_LA-12","IX-EA_LA-13","IX-EA_LA-15","IX-EA_LA-16","IX-EA_LA-17","IX-EA_LA-18","IX-EA_LA-19","IX-EA_LA-3","IX-EA_LA-4","IX-EA_LA-5","IX-EA_LA-20/21/9/10XO-EA_LA-20/21/9/10","TX-EA_LA-2","TX-EA_LA-3","TX-EA_LA-4","TX-EA_LA-5","TX-EA_LA-6","TX-EA_LA-7","TX-EA_LA-1","IX-EA_LA-14","XO-EA_LA-1","XO-EA_LA-6","XO-EA_LA-2","XO-EA_LA-7","XO-EA_LA-3","XO-EA_LA-4","XO-EA_LA-8","XO-EA_LA-5","XO-EA_LA-11"
"CH-EA_LA-11",10720.8183187687,13916.9806024409,11970.0383219443,11240.9427798506,4152.65628072095,12792.1176067059,14105.4820515325,3620.25876228546,13181.4511878315,12163.212082605,11736.1854697983,10991.0233440872,10107.2997758344,10329.5955926885,11498.0295973332,10358.0924140967,10718.7899994323,9310.41287961627,2956.61580056733,12429.5836048652,9074.45672041138,10348.8103589387,2346.52605292714,9882.60091659141,8197.37637631993,7153.351395313,7598.18342382391,7645.40590728837,1719.06170732454,7946.17468273537,8243.10026433053,8900.14799544345,4327.35311924725,843.521098391255,7138.75436596101,9254.95846225861,0,10966.8649877303,12463.9614611329,11401.1537135642,11430.2896589378,10973.8713239706,12283.8359376785,13138.5716488923,8439.49516657608,2278.86821511827,14953.732500739,14335.3408124692,14404.9171683958,3833.88257301902,18466.3145659258,18749.0503401605,17394.4473171521,16294.2937136565,5453.08875631522,17233.8861577174,17698.7735520893,17920.4144418145,5844.9042393209,18213.0406064984,18067.9393793265,17476.1330261237,6304.15526281536,19229.9518421975,19893.4445893798,19994.4293802744,6517.52210015067,19963.0992549636,6891.38449274304,8303.11702295445,7672.56248484183,8551.77911425078,9973.63261461622,9858.28948524155,8922.45726732848,10560.1464991735,13025.1836995508,13616.6325379517,14018.0528234616,15503.9238563805,16670.5304787216,16173.3209724951,6953.48680749924,16429.829047333,16916.5273920802,18079.2179445418,19670.9791253576,18138.7286690659,19456.696196671,15259.0748275271,14568.508351365,11854.5603098474,5192.45586588692,12133.9308309977,14074.2728624602,13871.9430067326,13428.7516770474,12036.0282449734,11149.9367295217,12607.7864273889,13448.0129918572,9642.95604450464,8618.26321174868,7783.36836372236,9020.5212039561,9652.96646822274,8686.7091392777,15294.6108541156,14740.369490105,13105.8043889864,16786.9610319016,15722.8554997123,12916.4219315804,13394.1838952806,15912.5965980358,16080.2536355632,17543.5323196509,22200.4914794303,23007.2938653946,22223.4416131919,18863.3992374175,19689.5580043725,11407.2088893746,11108.6436763649,10210.4069308214,33385.0359775336,16657.5531278626,20063.1279181673,22058.882597036,23865.0637788719,23351.6755441521,23145.8143992415,16455.551586846,19596.8837849218,22453.7148989503,25194.1292879559,22533.4949946666,21861.1607056764,22866.9746133412,22734.071887954,30207.8489718107,23291.7712213239,35390.3567215998
"CH-EA_LA-89/90",11090.0043721115,12889.622476769,11459.2754762854,10740.0233052397,13167.2943456087,11065.1324590197,12097.5238064302,12229.0956996126,8241.49679321231,7277.67737656114,8133.92772004176,7163.391850524,7444.91858482205,8394.16706722767,9213.0013814261,9873.19883541825,9275.5734570693,8565.7667420619,10694.6322962198,8945.01096216868,7517.04076473663,5464.06536321075,12376.5709538367,5598.78235350549,7463.11508063513,7134.24692565808,7085.12357875065,6472.14930327184,12082.5925674745,6466.21522245303,6501.83174403847,5479.87962734683,7393.00129047726,11810.1899099581,4368.04724685762,3321.36431899095,10966.8649877303,0,1693.37300957985,1766.96850989865,2128.25512906825,2540.77044863393,3916.20204863315,2851.54206056151,13290.2300480273,9483.89687200982,3996.70039173987,3543.64621358343,4211.71202693631,12808.058820799,8650.40126036332,8500.36116853345,7071.36645786436,5363.50769069696,12414.4457796633,6387.57619116975,7133.45544375409,7324.87513816789,12320.8028015261,7564.73472688181,7273.55503852195,6518.16067713389,12102.014749307,8626.88866241968,9435.03191851787,9217.97663707435,9515.32307257849,9026.05987219572,10647.3353398535,11040.8983125765,14893.559199253,15902.2920593299,17976.7411964507,16099.3850007424,14140.7330885636,15230.5293126095,18536.1020722847,19775.168352933,18925.3006298904,21555.1595440131,23117.2222953155,22635.4765388542,10105.587603073,22732.7724258849,23167.2829573047,24044.5832563245,24390.8825439956,21059.0490179638,19940.7575271803,15508.5084567843,17484.8269582455,16440.4911512495,10035.6780558616,15271.4190567839,15034.2051319641,14439.3400340112,14308.5017106465,14254.3634088534,13884.2126696949,13582.4302847011,13799.6569663479,12634.0851026764,12348.7689735218,10804.6717511803,11597.3858154981,11331.4673795222,10495.9022379399,15595.2732319663,12018.9763072967,16322.8062069282,14634.8704264774,11395.267306413,11173.684274711,17780.3622727858,10418.0533356819,10898.1977371951,11670.3923145647,15247.34371496,15911.1861375605,14856.8373918687,11389.5174532206,11557.9198448349,15809.8942602579,15022.49157306,14328.8729478527,23533.655604603,17697.9034419431,16137.2293272226,17220.134909992,18565.3139689633,19900.1792172543,21284.3430766769,18430.0357725639,14318.4848795163,12270.8529847893,14737.1865607203,12219.5087462987,10901.7095049819,12440.1890792237,12185.6318228971,20043.7925033949,12784.1448936275,25482.2043447326
"CH-EA_LA-91",12606.5899097459,14211.2785118997,12888.8683072766,12202.103499346,14381.2706456672,12390.873105054,13341.7751831814,13446.8502689831,9304.67282446351,8446.07487874595,9420.41303138277,8509.59056802537,8907.92173798152,9857.83128027331,10583.1548337704,11378.024938576,10729.3220815021,10121.1526211253,11943.038058895,10182.3220096518,9077.96311960193,6861.86311358697,13732.350067198,7065.38502113254,9084.92142323258,8806.53104884252,8739.91398379031,8129.95347490555,13483.4783833814,8108.0716122004,8124.85013778751,7061.65651100116,9043.65696632319,13306.6714553586,5562.52742895253,3955.6250772989,12463.9614611329,1693.37300957985,0,1473.35866385533,1747.31025225839,2431.03209126006,3107.90860868787,1294.95597714287,13983.2846387135,11089.1644359313,2567.13349915724,1890.54665644253,2573.16196241989,14459.7465071781,6988.15976688197,6807.83513545707,5378.86892678369,3842.26661149918,14104.5046490113,4780.98369164322,5448.89731951841,5644.59217699738,14013.6323402486,5893.68621598827,5643.12428156228,5052.39035961433,13794.9667973047,6951.91997256416,7747.07061138929,7586.40320608033,11199.7984204425,7723.59935330303,12328.9046705818,11617.0605318988,16586.9320360006,17595.5145691891,19670.0311740831,17781.1119041889,15814.3836731978,16878.3503170296,20184.7442351346,21437.6044396313,20547.7668159547,23206.0062294414,24775.2571588179,24295.6763247079,10850.9911049842,24387.4101904994,24818.4740620172,25681.4785684776,25965.6468764074,22547.0290427455,21237.5596453534,16874.4055488139,19018.1350562072,18072.4964238353,11025.9505608226,16852.1119259089,16473.87640381,15861.767806821,15760.241253365,15801.857173461,15468.8453094191,15061.4369895784,15221.8990778892,14256.3957932175,14003.8377317207,12465.8857496027,13224.7923324925,12922.7754915573,12119.0772386277,15462.5487228934,11564.6355059386,16615.4119903298,14133.3948405111,10672.1984151586,10970.3027523167,18189.9270273101,9521.99302186963,10035.2792670325,10626.1563052884,13901.1264060057,14531.0912257309,13453.491680921,10050.8399160362,10098.5249162112,16301.4057952527,15481.02666277,14854.9173257175,21840.9644183625,17596.8055361732,15270.6333491367,16171.4969076668,17414.8221738505,19013.5934991555,20619.0757189492,18449.8465745559,13277.8428969549,10577.4803995618,13057.0477852337,10528.102043718,9422.41483000163,10754.7196425206,10511.4377138831,18352.1949643041,11106.2527416001,23788.8709712537
"CH-EA_LA-92",12745.0336465858,14635.9108166475,13168.7724915231,12433.8107556335,13068.3281155034,12812.3968083699,13858.6722402771,12139.401138615,10002.4521569658,9044.54693200465,9892.81737272015,8912.64207690816,9149.4679855392,10094.4007529156,10950.8449292053,11541.3561492851,10978.1962779337,10195.5673145985,10661.0355244863,10708.8971439614,9147.38599314065,7205.34010295984,12519.0784497681,7311.7703979224,9012.39520554583,8558.83897851596,8566.950191747,7952.59154743582,12310.7407507736,7986.18472617415,8058.05069209134,7105.43142140826,8304.90762349351,12237.949335526,4330.77702586561,2527.96757880619,11401.1537135642,1766.96850989865,1473.35866385533,0,371.798267663917,979.313055489591,2149.33567114298,1737.44408608546,12515.6642454315,10211.1908382452,3944.89837394288,3051.42191946908,3048.34320795635,13677.9074738778,7395.63959371258,7453.9515307441,6053.57608047937,5105.10934943659,13524.9448984153,5900.13044476282,6301.84556324869,6521.19486538908,13483.1176373167,6811.89103243835,6693.21597055474,6340.58361477529,13328.5242481201,7833.1233441694,8531.00462606034,8603.20386094647,10856.5753570941,9090.81186910244,11999.1693615802,10144.1295560556,16079.4165644459,17101.7908589463,19139.4309992494,17427.9515305965,15516.0753392523,16687.2177867702,19983.0918242536,21179.0375392176,20430.0803459328,22991.1764955048,24530.1450036353,24042.2081192769,9392.68898265521,24156.4188534729,24600.1508236107,25512.1721911724,25963.5459592129,22720.0152562451,21688.6772600078,17239.0176878759,19111.6296770237,17930.9580832724,9625.43135830347,16849.1643467171,16732.6180015332,16147.4303812327,16001.2014202302,15872.8587716649,15460.0343998937,15259.3779482331,15508.7264680274,14154.4186664027,13795.4427439525,12240.0706390942,13111.9356176934,12906.203770095,12023.3923574989,14128.7626291752,10378.172762649,15165.347043045,12979.581998189,9662.99846931916,9656.39316857613,16725.2953915854,8655.42971971086,9139.59447868179,9904.41631814941,13548.0795823699,14228.2012957798,13189.6753397808,9696.12798429002,9942.60434291369,14830.0330513171,14011.3046119635,13382.0124244677,22408.7358970166,16253.5646519317,14382.0657145626,15453.3855840183,16806.0484914307,18143.7667244906,19577.8903616467,17066.059578393,12551.8161056738,11225.0067721841,13856.7935832967,11242.5696696332,10651.2535833014,11531.4977875507,11358.6970745938,19029.0643777744,11930.1329213002,24383.1956208473
"CH-EA_LA-93",13054.6471411745,14978.2494704387,13496.1935856523,12756.0090816203,12981.1041154335,13155.5184984397,14209.9828271279,12056.3564637892,10367.9888242171,9405.01002743178,10243.0205917031,9257.73541579788,9477.1035018751,10419.9681749139,11290.0647789928,11855.7146808489,11304.0829271711,10499.6046141976,10594.1094572391,11062.8864461217,9452.70604943375,7547.7067811559,12483.4734339484,7643.77045093235,9296.50161641535,8813.71112131031,8835.337632307,8222.15124021128,12293.6759834014,8265.09920808222,8345.69310257052,7412.63868686138,8447.88235319831,12263.3411395864,4317.67485115716,2395.89893306673,11430.2896589378,2128.25512906825,1747.31025225839,371.798267663917,0,691.016382530684,1794.5389893817,1751.86896759385,12293.2329999406,10306.8168358045,4122.71607469447,3164.16758910249,2976.42667321868,13795.8181866489,7242.7824511216,7360.15183720998,5977.25939077927,5221.90481983857,13697.1661344729,5957.58145474856,6272.73109917305,6497.32005550067,13667.3005713642,6798.39625349298,6721.97860570448,6460.04970073944,13527.8381560577,7802.78652319807,8469.32813488074,8611.76874497816,11086.8633379195,9240.64374528538,12230.0581973573,9902.68037026834,16265.8254104334,17290.4270287273,19317.6644036834,17647.4613129028,15748.674559363,16939.5337682278,20231.0966891797,21415.3220875636,20693.2781865914,23235.0937321641,24767.4977358674,24278.1138268584,9190.16211210107,24396.6949297248,24842.7051682424,25763.6968005135,26244.2930398938,23028.5196247942,22031.1840383822,17573.764010561,19410.1112386845,18191.4210173509,9484.08955610696,17134.0528269575,17055.0765913278,16473.532339527,16321.8279250262,16169.9694263109,15745.0598634258,15574.8918932203,15835.3372857764,14425.1701971111,14047.4615511483,12490.9619968085,13382.0258310828,13192.5641819226,12297.9096866956,13781.9257339666,10010.6217208041,14868.2718325601,12610.4676877534,9291.61363647134,9304.35297188896,16445.2719639644,8290.26343939914,8772.48424120336,9549.6773800503,13233.9630153759,13920.7924109491,12889.172571214,9386.63416262757,9664.69676319809,14565.3461864229,13741.6809712822,13125.1539494441,22267.2560117892,15909.2401264266,14013.9746269878,15096.2769840919,16458.6360928876,17776.0889780642,19206.1188963512,16733.5822528535,12195.1122875485,11117.4803954482,13785.8847022033,11152.9122112069,10731.864750728,11458.445463188,11306.3820996461,18918.1913531892,11869.7051384581,24247.3454918651
"CH-EA_LA-94",13177.5974066367,15219.957976521,13680.0369953599,12922.1295219884,12382.1953050568,13402.9954366455,14494.6174910134,11462.3488292337,10746.0329998362,9748.73760060588,10528.4867798071,9521.84643086338,9670.41457211077,10603.1039297036,11524.0293128685,11996.5915949876,11486.2867731702,10610.4241969563,10018.4768428706,11365.9458680412,9570.7341195949,7805.92571947249,11940.9590612971,7860.15461126251,9352.15032039466,8793.60953018185,8849.96351117415,8242.64521921232,11773.9931668242,8310.61144613549,8415.26436052388,7545.31770108716,8187.87325112428,11800.2134999502,3835.50860279193,1795.06771475794,10973.8713239706,2540.77044863393,2431.03209126006,979.313055489591,691.016382530684,0,1653.89896182012,2358.63242285982,11606.054857049,9956.08109374324,4802.73341851039,3817.21045086103,3464.60837074262,13475.9616340524,7562.20356878956,7775.81301347352,6425.539487192,5869.64375014137,13478.8948593987,6558.06586843799,6781.15832405312,7011.07368347419,13473.2798842252,7323.22605222453,7292.961057609,7107.04489746554,13365.7637940313,8303.82849319629,8927.15014225128,9156.48955171475,10999.4019602335,9903.1997265876,12141.1501957638,9212.2315031058,16072.5148387588,17100.5176042792,19104.4893417931,17523.9490691244,15657.61881109,16894.8404321708,20172.4585810768,21327.3412984247,20672.8962684236,23164.2786399768,24679.9473910414,24187.3888527208,8510.23081857118,24316.3635238608,24767.6413501166,25710.2850687805,26268.155661696,23137.8697792107,22268.1952212702,17781.1383287067,19490.2908939555,18166.1258591266,8840.67093899215,17176.1830721008,17216.4848139212,16648.7564610768,16477.4869584773,16249.1822628126,15789.2299956959,15713.7380338394,16013.1264026527,14431.7074966729,14006.0778770562,12449.7261605132,13388.5609608104,13244.4817053311,12318.5405826548,13168.1678862502,9485.57371842782,14189.8137230979,12098.1662144804,8871.36113334534,8706.10279168274,15758.9155106274,7958.09366690851,8420.06456427669,9288.17281181124,13141.7682498938,13850.3331568728,12843.0091883253,9319.85851624557,9694.55828629242,13875.2946379818,13052.4631301433,12434.2948980064,22580.3386342415,15289.3039070401,13642.4835264858,14811.1582710338,16225.7979310251,17406.3183438563,18745.1212179808,16091.2888480189,11916.2218182836,11500.3905467545,14220.2595328177,11563.5739566866,11344.3093596841,11893.1783273051,11770.5792680582,19285.8518241505,12321.7454562263,24569.3394798411
"CH-EA_LA-95",14801.7446018025,16769.6358014247,15272.0104709919,14524.5458097393,13298.7033830258,14947.5202956099,16004.5094096325,12404.8715020888,12144.7200117988,11193.3821795654,12037.5517791437,11051.034377632,11254.7207518938,12194.4061804596,13079.4257327856,13612.0552517733,13078.5554817602,12238.5399811297,11039.2855450704,12856.8384549198,11195.3362001742,9339.83314933709,13047.282016711,9427.37721701411,10996.8861674752,10447.4754178893,10501.6030396226,9893.32964680492,12941.9024266843,9957.02752094665,10055.9145663519,9161.82828601713,9757.87965718368,13092.8167894454,5200.3832649748,3052.63420383905,12283.8359376785,3916.20204863315,3107.90860868787,2149.33567114298,1794.5389893817,1653.89896182012,0,2261.62583550023,11894.0943033682,11430.8832680994,4820.5294056697,3686.40162425161,2696.54670831698,14974.6819234893,6186.59516010743,6578.34295741855,5337.01752617197,5556.14015172915,15066.6697570488,5964.81753037597,5845.89262614775,6084.99157282266,15076.3066385109,6422.78504444985,6553.59258112091,6741.47716230089,14985.7485801726,7309.43100449169,7807.78632838765,8281.79654358781,12646.2475210054,9587.73556473847,13787.1636731106,9422.37019035864,17673.5045597917,18702.7607440523,20690.415461709,19157.6544750743,17301.8757104822,18547.0329068835,21822.4864909536,22971.1193449678,22326.5974507862,24811.7743903888,26323.3484646922,25830.0043093496,8960.32262709266,25961.6204056241,26414.0608268164,27360.6707804661,27920.5202409263,24769.4028949726,23822.4154750833,19358.0155920393,21131.1938415813,19819.6941546174,9583.82947606829,18825.5152597604,18822.6476125786,18246.7623847924,18086.6588403942,17889.8669286067,17438.0308666215,17331.3286909624,17609.4389501129,16084.9329269335,15658.8755118441,14102.7155336832,15041.706561031,14891.3285785166,13970.2635512527,12471.4617696752,8466.69371753914,13957.6976896401,11026.8689522529,7586.297203687,7972.09058249956,15644.0276243655,6518.03875888948,7010.72163389497,7755.73719750081,11498.1918544554,12201.5844272567,11190.3925557926,7669.18662669675,8047.38028354129,13878.9425280182,13029.4693435414,12502.4293894615,21133.0441734986,14613.759172945,12256.4038271247,13304.0554900809,14665.3333699356,16014.6980055449,17528.0191196135,15539.7479267466,10402.5149571215,10195.1612321926,13001.4474459671,10311.4598631702,10706.8892367515,10689.2057225529,10635.2973301747,17924.9139350381,11153.5209683731,23131.914374514
"CH-EA_LA-96",13881.936059915,15505.8907447401,14179.7044950544,13488.5747738297,14728.3216795376,13685.7034954826,14632.1394275358,13804.9956583265,10575.6006967422,9732.8344449743,10714.7043186727,9804.21479253603,10192.5200242927,11142.9579711507,11877.4577136895,12655.8001302311,12016.4297079357,11382.8566305255,12345.7213040996,11473.6287140789,10336.8212012734,8152.69709873986,14232.180618534,8347.53563341647,10311.1368106394,9977.77572667541,9935.95340892928,9322.55375816243,14035.5097481385,9317.58590639402,9349.80961890548,8309.66045159966,9975.35812320034,13975.2247726015,6054.96359398283,4136.94868209083,13138.5716488923,2851.54206056151,1294.95597714287,1737.44408608546,1751.86896759385,2358.63242285982,2261.62583550023,0,13867.8643147288,11926.0698656191,2593.20010165202,1503.40994445965,1379.38942307555,15370.4543399033,5816.82614174907,5766.61060170589,4350.62821619723,3526.55133788891,15139.5251547346,4207.77609801467,4566.29544955082,4784.47008168758,15074.4067370123,5074.4705236822,4972.02532910383,4760.32001834073,14886.9473692673,6097.22989526838,6809.25792887956,6871.01810977628,12341.1798063475,7577.28889201705,13477.7214393923,11435.0133464929,17662.047281166,18678.2994520734,20735.7740442554,18926.8613407411,16979.7540711087,18081.6179615918,21386.9432440138,22621.4540960818,21774.9990970677,24405.4751132212,25965.2781155965,25482.6295252041,10817.0586797487,25582.0479887573,26017.4638908992,26896.1098500436,27222.5986548983,23831.0528955835,22530.3676751078,18169.288638279,20290.3082755836,19291.5912207417,11198.0791620354,18105.1284735246,17764.3607530104,17153.8543323377,17049.1382915288,17068.6395803726,16719.6128646899,16345.9269849633,16513.9043159066,15483.274055691,15198.7051311152,13652.860542018,14447.5119349701,14169.4090298704,13344.9969542789,14729.0737332891,10659.4788228223,16168.7220226638,13181.8396714474,9620.88430289407,10230.7427672623,17820.7556172607,8390.5781687091,8916.40097433768,9422.43781490289,12610.1613054415,13237.1592130438,12158.7012634074,8762.72387257345,8804.7618691193,16006.6188525118,15166.8653497241,14598.1208038837,20772.6482726248,16871.9809804826,14126.6529092286,14952.463588284,16161.8721729334,17852.963083809,19557.3871202319,17800.96021961,12067.2638523168,9546.8833050884,12137.9462831101,9542.63212799782,8988.50853392381,9815.64926536589,9629.42446943865,17348.1920316073,10205.097137309,22736.4991911034
"CH-EA_LA-1",18377.4881298719,21462.416821056,19501.6065027352,18696.3372674561,5144.19880733568,20022.2640599597,21361.439142722,5069.38141110745,19215.0169220438,18076.5384991408,18131.7026248867,17156.6523273043,16579.9884239967,17143.850141132,18374.5276936572,17701.7399853776,17785.2719878992,16374.7630384688,5531.93695395748,18974.2335744503,15754.7513295502,15871.8516422228,6708.64272570208,15555.605644136,14970.3208787958,13855.7449580383,14251.3819331701,13984.8554012249,7247.70806659984,14267.4394792583,14560.656166269,14639.1961515927,10868.8821857635,8567.22985742242,9188.58128056287,10064.0444847197,8439.49516657608,13290.2300480273,13983.2846387135,12515.6642454315,12293.2329999406,11606.054857049,11894.0943033682,13867.8643147288,0,10059.6952792206,16403.2992878258,15369.5426740931,14590.2764090145,12175.6062901284,17184.4935617577,17982.4625626167,16989.4654497339,17376.1555957863,13889.0746826602,17858.883317892,17623.0549181125,17861.8763185152,14266.8111300618,18209.487549873,18422.4083599365,18593.7638132046,14686.1412114611,18981.6672945683,19279.9871523396,20046.2731459284,14278.5441996227,21432.6455411232,14950.9040449552,2490.62523877121,16049.8544888698,16866.7787401296,18026.5399525701,18268.3412088592,17348.0745157409,18984.7744364569,21434.5180113145,21941.9208016046,22449.6901374323,23798.6378139489,24856.2202869329,24369.8419014933,3191.17629542647,24653.6027140067,25138.3397698924,26330.0842316475,28064.8880251979,26552.2482824736,27596.0925582378,23213.4987032832,22935.8799182515,20289.3038447122,3946.00470044357,20464.2056572386,22125.9241942608,21828.60329922,21430.3473182347,20226.3972452104,19382.3398210652,20581.696951754,21329.6260296732,17827.7944691015,16860.1345518724,15786.369723388,17064.71609908,17546.3720745656,16491.737551947,7446.97198198377,8812.42756822491,4667.22148948347,9925.9699486325,10584.9084058661,7063.23296769393,5162.46984580307,11566.5371180759,11444.7477032849,12984.5633414024,17539.3747107787,18345.4391171863,17889.9144719931,15233.7885457213,16450.2416921238,3066.29942203053,2669.8820452867,1771.64019960621,30614.4144730278,8415.70777976105,13658.4905317546,15934.4942891688,17820.3144616227,16303.2600462321,15410.1349094389,8049.77839794576,14146.2488861801,21052.2259390181,23987.1503945014,21333.2786032188,22582.3358589749,21827.3273464125,21944.5252885963,28103.4443437139,22362.4839657356,32604.8215012242
"CH-EA_LA-12/13",8564.33213138612,11747.4741273636,9787.16648081848,9036.32600627062,6322.47777475076,10556.5808261668,11879.3190437106,5661.54042448955,10918.4774384171,9915.1003053673,9460.92759578105,8731.37173448281,7834.20519975642,8051.85976311398,9224.89132318702,8126.70004995378,8455.33636302455,7040.56607985677,4583.56817555233,10150.7544102156,6797.33831145144,8171.38826327436,4595.11535103895,7692.70184971272,5920.13661776869,4886.75644651849,5330.65727746592,5409.93808669149,3988.01079902814,5706.93230831435,5999.0323913104,6724.10540117653,2258.29174748887,2928.42435479213,6252.22513502864,8388.52976729746,2278.86821511827,9483.89687200982,11089.1644359313,10211.1908382452,10306.8168358045,9956.08109374324,11430.8832680994,11926.0698656191,10059.6952792206,0,13469.7316555974,12979.7083784027,13259.3561108337,3556.69007879715,17517.5266039328,17662.2431702713,16264.7055873993,14846.0334856691,4249.81028983745,15860.8207666886,16477.6809682837,16687.7383488309,4497.67868807006,16957.6874002403,16731.9854926966,15981.2073449564,4776.65141926754,18002.6077833244,18735.323009934,18675.5665902117,4355.62079873064,18329.4211387032,4902.48280279401,9430.49858342014,6823.8703366461,7816.79837182688,9578.9545421305,8804.80328756665,7496.95702140116,9103.54480406477,11905.8589320386,12703.2186786009,12777.713793857,14614.5882897396,15925.1189729383,15421.3929360749,7986.8644932765,15636.3456147027,16118.6321325013,17224.4178234316,18529.182158478,16588.9332651008,17555.681503369,13241.1443537417,12920.0346456113,10446.8855903063,6362.64341208248,10429.6669264734,12107.0046757202,11850.9193439241,11430.3038705391,10168.2873520674,9323.11505018719,10591.3813430531,11389.7296650724,7768.45750730406,6805.50525062401,5759.81114807426,7031.32287682806,7580.7504779664,6567.25165150019,16401.5572052435,15227.2114589367,14663.9997617989,17479.7428990166,15932.6205607396,13491.4494832305,15162.8127333635,15890.0821189871,16130.4573218614,17508.1184424756,22050.821295922,22839.2971639912,21978.3648901087,18519.0040643569,19211.1077951089,13108.4045502934,12706.7239226186,11799.5395782681,32535.1975048615,17948.5212459709,20509.0694920206,22365.7733213977,24110.1902188446,23965.7954924087,24061.9433063925,17905.8108261133,19751.9106120948,21424.2971585987,24063.8534972616,21452.9821114938,20350.4325590456,21740.4166862615,21550.3879277623,29224.1696106922,22130.0843527924,34525.3136532632
